BlockAddress_AB,Lat_AB,Long_AB,,Lat_C,Long_C
"1100 block park st, Syracuse, NY",43.065182,-76.14905,,43.058875,-76.106066
"200 block mary st, Syracuse, NY",43.064891,-76.149039,,43.058606,-76.107281
"1100 block kirkpatrick st, Syracuse, NY",43.075165,-76.148953,,43.058325,-76.1085
"800 block pond st, Syracuse, NY",43.06937,-76.148945,,43.056344,-76.112064
"2100 block midland av, Syracuse, NY",43.018975,-76.148883,,43.057698,-76.106057
"700 block montgomery st, Syracuse, NY",43.042741,-76.148867,,43.056379,-76.109735
"500 block montgomery st, Syracuse, NY",43.044306,-76.148842,,43.057792,-76.112463
"100 block curtis st, Syracuse, NY",43.066274,-76.148836,,43.067516,-76.090531
"200 block herbert st, Syracuse, NY",43.067462,-76.148835,,43.067559,-76.091281
"500 block butternut st, Syracuse, NY",43.05912,-76.148755,,43.067541,-76.092506
"1500 block lodi st, Syracuse, NY",43.061004,-76.148651,,43.065883,-76.092374
"2300 block midland av, Syracuse, NY",43.017241,-76.148572,,43.065931,-76.091138
"2200 block midland av, Syracuse, NY",43.018137,-76.148569,,43.065764,-76.089879
"300 block prospect av, Syracuse, NY",43.055338,-76.148501,,43.063956,-76.090989
"100 block merrill st, Syracuse, NY",43.080855,-76.148458,,43.064102,-76.089757
"2600 block midland av, Syracuse, NY",43.014615,-76.148343,,43.064093,-76.088556
"900 block pond st, Syracuse, NY",43.070206,-76.148313,,43.06244,-76.088546
"100 block furman st, Syracuse, NY",43.031822,-76.148282,,43.062155,-76.09084
"1300 block court st, Syracuse, NY",43.076981,-76.148242,,43.061953,-76.092059
"300 block herbert st, Syracuse, NY",43.068258,-76.148214,,43.063794,-76.092215
"2400 block midland av, Syracuse, NY",43.016493,-76.148205,,43.060148,-76.091685
"1000 block park st, Syracuse, NY",43.06483,-76.148159,,43.060802,-76.097654
"500 block carbon st, Syracuse, NY",43.065991,-76.148158,,43.060271,-76.099951
"600 block ash st, Syracuse, NY",43.061348,-76.148142,,43.060529,-76.098827
"3000 block midland av, Syracuse, NY",43.011168,-76.148094,,43.061774,-76.093065
"100 block kenwood av, Syracuse, NY",43.077479,-76.148055,,43.061602,-76.094043
"2700 block midland av, Syracuse, NY",43.013949,-76.147988,,43.061355,-76.09523
"300 block hood av, Syracuse, NY",43.076797,-76.147802,,43.061079,-76.096433
"200 block union av, Syracuse, NY",43.056064,-76.147772,,43.059725,-76.102036
"700 block ash st, Syracuse, NY",43.061971,-76.14768,,43.061221,-76.102637
"100 block cannon st, Syracuse, NY",43.02494,-76.147643,,43.061055,-76.103847
"3700 block midland av, Syracuse, NY",43.003292,-76.147641,,43.060895,-76.105029
"200 block chavez ter, Syracuse, NY",43.041016,-76.147547,,43.05915,-76.104858
"100 block angelou ter, Syracuse, NY",43.041954,-76.147539,,43.059417,-76.103699
"600 block cadillac st, Syracuse, NY",43.081418,-76.147515,,43.059188,-76.102747
"400 block harrison st, Syracuse, NY",43.044286,-76.147501,,43.058382,-76.10271
"3300 block midland av, Syracuse, NY",43.007861,-76.147474,,43.05916,-76.088872
"100 block fage av, Syracuse, NY",43.024037,-76.147474,,43.058971,-76.0865
"400 block carbon st, Syracuse, NY",43.065932,-76.147329,,43.059869,-76.084642
"3600 block midland av, Syracuse, NY",43.005406,-76.147247,,43.059186,-76.084777
"100 block kirk av, Syracuse, NY",43.029626,-76.147241,,43.060256,-76.101061
"900 block park st, Syracuse, NY",43.064155,-76.147216,,43.060399,-76.102064
"200 block cannon st, Syracuse, NY",43.023883,-76.14715,,43.063623,-76.093444
"1400 block lodi st, Syracuse, NY",43.059882,-76.14697,,43.06341,-76.094578
"200 block mlk   e, Syracuse, NY",43.033496,-76.146956,,43.063241,-76.095676
"400 block griffiths st, Syracuse, NY",43.069843,-76.14695,,43.0632,-76.09676
"600 block butternut st, Syracuse, NY",43.059878,-76.146941,,43.063166,-76.097907
"400 block erie blvd e, Syracuse, NY",43.050616,-76.146898,,43.062928,-76.098981
"100 block fernwood av, Syracuse, NY",43.023106,-76.146837,,43.063373,-76.100019
"100 block mclennan av, Syracuse, NY",43.028741,-76.146821,,43.063898,-76.10214
"300 block cannon st, Syracuse, NY",43.023105,-76.146802,,43.063052,-76.104003
"100 block marjorie st, Syracuse, NY",42.994198,-76.146771,,43.062993,-76.105208
"1000 block pond st, Syracuse, NY",43.071825,-76.146732,,43.062199,-76.095496
"300 block spring st, Syracuse, NY",43.066388,-76.146723,,43.062048,-76.096593
"100 block albert ter, Syracuse, NY",43.03404,-76.146699,,43.061885,-76.097797
"300 block warner av, Syracuse, NY",43.022292,-76.146671,,43.061724,-76.098954
"100 block latimer ter, Syracuse, NY",43.039343,-76.146602,,43.061564,-76.100075
"300 block first north st, Syracuse, NY",43.068489,-76.146534,,43.061388,-76.101326
"300 block ballantyne rd, Syracuse, NY",43.010708,-76.146521,,43.062764,-76.102059
"300 block burt st, Syracuse, NY",43.037797,-76.146481,,43.065823,-76.093612
"300 block carbon st, Syracuse, NY",43.065508,-76.146446,,43.066172,-76.095748
"100 block croton ter, Syracuse, NY",43.035079,-76.146435,,43.066042,-76.098516
"100 block danforth ter, Syracuse, NY",43.036517,-76.146401,,43.065507,-76.100306
"100 block webster av, Syracuse, NY",43.025225,-76.146399,,43.065395,-76.101603
"100 block slayton av, Syracuse, NY",43.0105,-76.146392,,43.065362,-76.102932
"300 block john st, Syracuse, NY",43.06527,-76.146346,,43.065322,-76.104188
"100 block cleveland av, Syracuse, NY",43.068511,-76.146227,,43.06526,-76.105408
"600 block cannon st, Syracuse, NY",43.020342,-76.146222,,43.065324,-76.09547
"200 block gilbert av, Syracuse, NY",43.067475,-76.146182,,43.065233,-76.098378
"200 block webster av, Syracuse, NY",43.024007,-76.146174,,43.064479,-76.097946
"300 block craig st, Syracuse, NY",43.070205,-76.146119,,43.064574,-76.095862
"300 block griffiths st, Syracuse, NY",43.06948,-76.146061,,43.06442,-76.099256
"800 block cadillac st, Syracuse, NY",43.082394,-76.146012,,43.068432,-76.095035
"2300 block grant blvd, Syracuse, NY",43.074261,-76.145992,,43.068288,-76.097444
"300 block loma av, Syracuse, NY",43.080562,-76.145922,,43.068164,-76.099425
"100 block josephine st, Syracuse, NY",43.060459,-76.145895,,43.067921,-76.100579
"700 block catherine st, Syracuse, NY",43.05885,-76.145894,,43.067773,-76.101793
"200 block primrose av, Syracuse, NY",43.014873,-76.145841,,43.06774,-76.10311
"700 block butternut st, Syracuse, NY",43.060448,-76.145821,,43.067711,-76.104404
"200 block burnet av, Syracuse, NY",43.052293,-76.145797,,43.067619,-76.105631
"300 block ferndale dr, Syracuse, NY",43.002937,-76.145795,,43.066946,-76.095316
"200 block towers ln, Syracuse, NY",43.037346,-76.145774,,43.067326,-76.094555
"100 block becker st, Syracuse, NY",43.07117,-76.14567,,43.067445,-76.093672
"100 block hawley av, Syracuse, NY",43.053304,-76.145652,,43.066761,-76.099136
"500 block james st, Syracuse, NY",43.053765,-76.145644,,43.066948,-76.097332
"200 block oakwood av, Syracuse, NY",43.038307,-76.145614,,43.063288,-76.198652
"100 block oakwood av, Syracuse, NY",43.039202,-76.145605,,43.060576,-76.194344
"100 block wood av, Syracuse, NY",43.026137,-76.145603,,43.058566,-76.192116
"100 block bronson st, Syracuse, NY",42.994187,-76.145597,,43.060495,-76.197322
"200 block longmeadow dr, Syracuse, NY",42.99206,-76.145563,,43.055998,-76.18815
"500 block oakwood av, Syracuse, NY",43.03367,-76.145558,,43.05691,-76.191591
"300 block oakwood av, Syracuse, NY",43.037485,-76.145557,,43.059032,-76.195259
"1600 block court st, Syracuse, NY",43.07883,-76.145539,,43.058624,-76.195202
"200 block van buren st, Syracuse, NY",43.03741,-76.145533,,43.058164,-76.195546
"200 block hall av, Syracuse, NY",43.012509,-76.145505,,43.054767,-76.190739
"200 block hood av, Syracuse, NY",43.075132,-76.1455,,43.0551,-76.18975
"100 block truth ter, Syracuse, NY",43.035608,-76.145403,,43.055514,-76.189333
"1300 block lodi st, Syracuse, NY",43.059035,-76.145402,,43.055025,-76.1877
"1100 block cannon st, Syracuse, NY",43.015571,-76.145397,,43.053955,-76.184604
"100 block blk peters st, Syracuse, NY",43.061074,-76.14539,,43.052791,-76.184783
"100 block peters st, Syracuse, NY",43.061074,-76.14539,,43.05405,-76.185892
"400 block craig st, Syracuse, NY",43.071227,-76.14536,,43.055687,-76.193239
"200 block ballantyne rd, Syracuse, NY",43.010754,-76.145336,,43.057377,-76.193611
"200 block warner av, Syracuse, NY",43.022366,-76.145289,,43.057018,-76.194614
"300 block webster st, Syracuse, NY",43.022349,-76.145269,,43.054347,-76.187268
"500 block erie blvd e, Syracuse, NY",43.050768,-76.145182,,43.054733,-76.186638
"100 block weiser ct, Syracuse, NY",43.042202,-76.145073,,43.054935,-76.193991
"200 block griffiths st, Syracuse, NY",43.0691,-76.145017,,43.053833,-76.193217
"0 block presidential ct, Syracuse, NY",43.046215,-76.144996,,43.054222,-76.192183
"100 block kappesser st, Syracuse, NY",43.068867,-76.144978,,43.053732,-76.186407
"0 block dablon ct, Syracuse, NY",43.041194,-76.14487,,43.053778,-76.187492
"800 block park st, Syracuse, NY",43.06349,-76.14486,,43.052835,-76.18627
"0 block weiser ct, Syracuse, NY",43.042759,-76.144854,,43.052884,-76.187386
"100 block dablon ct, Syracuse, NY",43.040309,-76.144828,,43.059194,-76.197275
"100 block radisson ct, Syracuse, NY",43.040304,-76.144828,,43.059918,-76.198809
"200 block ross pk, Syracuse, NY",43.076009,-76.144804,,43.059566,-76.198729
"600 block john st, Syracuse, NY",43.067699,-76.144781,,43.058429,-76.199432
"100 block warner av, Syracuse, NY",43.022594,-76.144564,,43.058821,-76.198581
"800 block butternut st, Syracuse, NY",43.061695,-76.14453,,43.05837,-76.197237
"100 block seward st, Syracuse, NY",43.058516,-76.144416,,43.057549,-76.197338
"600 block catherine st, Syracuse, NY",43.056627,-76.144403,,43.056939,-76.199018
"100 block elk st, Syracuse, NY",43.024719,-76.14438,,43.055565,-76.198383
"0 block predential plz, Syracuse, NY",43.044954,-76.144376,,43.056376,-76.196277
"0 block presidential plz, Syracuse, NY",43.044954,-76.144376,,43.054185,-76.19476
"700 block hickory st, Syracuse, NY",43.056616,-76.144369,,43.054783,-76.196986
"200 block crippen av, Syracuse, NY",43.003956,-76.144337,,43.054419,-76.197958
"200 block warham st, Syracuse, NY",43.071742,-76.144332,,43.052789,-76.195593
"300 block cleveland av, Syracuse, NY",43.071561,-76.144234,,43.053925,-76.196395
"100 block amherst av, Syracuse, NY",43.023159,-76.14414,,43.053563,-76.19736
"100 block maplewood av, Syracuse, NY",42.988122,-76.144086,,43.053523,-76.1982
"600 block james st, Syracuse, NY",43.054141,-76.144085,,43.055742,-76.172057
"200 block carbon st, Syracuse, NY",43.064326,-76.14405,,43.055268,-76.178959
"700 block park st, Syracuse, NY",43.062848,-76.144045,,43.054187,-76.174677
"100 block searlwyn av, Syracuse, NY",42.991449,-76.143993,,43.056362,-76.178295
"200 block baker av, Syracuse, NY",43.029768,-76.143941,,43.054296,-76.182623
"1100 block lodi st, Syracuse, NY",43.058469,-76.14393,,43.053809,-76.183537
"100 block fiscoe av, Syracuse, NY",42.992819,-76.143881,,43.055254,-76.172067
"100 block jaclyn dr, Syracuse, NY",42.986172,-76.14383,,43.054307,-76.172114
"200 block hawley av, Syracuse, NY",43.053357,-76.143783,,43.052858,-76.172187
"100 block rosemont dr, Syracuse, NY",42.993519,-76.143753,,43.052833,-76.175099
"500 block burt st, Syracuse, NY",43.038217,-76.143731,,43.052589,-76.177822
"100 block mcallister av, Syracuse, NY",43.022282,-76.143721,,43.053217,-76.179866
"200 block dale st, Syracuse, NY",43.07648,-76.143694,,43.052469,-76.179856
"200 block seward st, Syracuse, NY",43.059493,-76.143656,,43.054563,-76.157048
"500 block catherine st, Syracuse, NY",43.056039,-76.143624,,43.054789,-76.159524
"900 block butternut st, Syracuse, NY",43.06302,-76.143615,,43.053783,-76.159616
"0 block baker av, Syracuse, NY",43.029051,-76.143584,,43.055127,-76.164599
"300 block burnet av, Syracuse, NY",43.052044,-76.143547,,43.055109,-76.16709
"2100 block grant blvd, Syracuse, NY",43.07296,-76.143464,,43.055207,-76.16903
"100 block spring st, Syracuse, NY",43.065058,-76.143373,,43.05424,-76.169092
"100 block griffiths st, Syracuse, NY",43.068212,-76.143359,,43.054228,-76.166864
"1000 block butternut st, Syracuse, NY",43.063988,-76.143352,,43.054146,-76.164533
"100 block grassman av, Syracuse, NY",43.066406,-76.143351,,43.054077,-76.161511
"100 block tyler ct, Syracuse, NY",43.042179,-76.143343,,43.052711,-76.16162
"100 block mcclure av, Syracuse, NY",43.02142,-76.143311,,43.052774,-76.164584
"300 block baker av, Syracuse, NY",43.02826,-76.143291,,43.052862,-76.168343
"4800 block salina st, Syracuse, NY",43.000482,-76.143162,,43.052036,-76.168387
"4700 block salina st, Syracuse, NY",43.001931,-76.143112,,43.051397,-76.159745
"100 block stewart ct, Syracuse, NY",43.040417,-76.143091,,43.052681,-76.15938
"1200 block butternut st, Syracuse, NY",43.066519,-76.143086,,43.051971,-76.158624
"100 block warham st, Syracuse, NY",43.071073,-76.143078,,43.053992,-76.158549
"1400 block butternut st, Syracuse, NY",43.071101,-76.143056,,43.051967,-76.165209
"1000 block wadsworth st, Syracuse, NY",43.080275,-76.142993,,43.05192,-76.16313
"100 block beecher st, Syracuse, NY",43.0592,-76.142979,,43.050602,-76.161383
"1300 block butternut st, Syracuse, NY",43.068618,-76.142955,,43.051387,-76.161176
"100 block minerva st, Syracuse, NY",43.003006,-76.142897,,43.051331,-76.163142
"100 block kuhl av, Syracuse, NY",43.076934,-76.14286,,43.051377,-76.165232
"100 block seeley av, Syracuse, NY",43.002073,-76.14284,,43.051445,-76.16839
"100 block anderson av, Syracuse, NY",43.008001,-76.142817,,43.050506,-76.168439
"100 block roney rd, Syracuse, NY",43.002503,-76.142802,,43.050211,-76.164854
"100 block briggs st, Syracuse, NY",43.076484,-76.142699,,43.050462,-76.162634
"300 block seward st, Syracuse, NY",43.060801,-76.142697,,43.05001,-76.161866
"700 block james st, Syracuse, NY",43.05456,-76.142691,,43.050705,-76.159581
"1800 block butternut st, Syracuse, NY",43.075673,-76.142649,,43.051712,-76.158229
"100 block berkshire av, Syracuse, NY",43.075645,-76.142613,,43.053539,-76.157441
"100 block dale st, Syracuse, NY",43.075173,-76.142605,,43.054082,-76.157271
"2000 block grant blvd, Syracuse, NY",43.072753,-76.142604,,43.049325,-76.164709
"1000 block lodi st, Syracuse, NY",43.057517,-76.142586,,43.048629,-76.167975
"200 block douglas st, Syracuse, NY",43.058905,-76.142535,,43.049327,-76.168876
"100 block ross park dr, Syracuse, NY",43.074267,-76.142503,,43.05109,-76.171819
"100 block ross pk, Syracuse, NY",43.074267,-76.142503,,43.051177,-76.174662
"300 block garfield av, Syracuse, NY",43.028239,-76.142473,,43.051756,-76.178
"100 block hood av, Syracuse, NY",43.073269,-76.142438,,43.050239,-76.177848
"200 block garfield av, Syracuse, NY",43.029666,-76.142386,,43.050817,-76.177473
"100 block schneider st, Syracuse, NY",43.061502,-76.142368,,43.049891,-76.178524
"100 block graves st, Syracuse, NY",43.061234,-76.142353,,43.049858,-76.175549
"100 block fillmore av, Syracuse, NY",43.009772,-76.142324,,43.049148,-76.172526
"100 block ballantyne rd, Syracuse, NY",43.010831,-76.142202,,43.058883,-76.147375
"1700 block butternut st, Syracuse, NY",43.075133,-76.142187,,43.059165,-76.146109
"100 block wayne st, Syracuse, NY",43.054093,-76.142173,,43.057806,-76.144416
"100 block huntley st, Syracuse, NY",43.077394,-76.142172,,43.057277,-76.145936
"1600 block butternut st, Syracuse, NY",43.073392,-76.142146,,43.057358,-76.147192
"100 block loma av, Syracuse, NY",43.077483,-76.142145,,43.057041,-76.147937
"100 block monroe st, Syracuse, NY",43.041615,-76.142138,,43.058245,-76.148858
"700 block erie blvd e, Syracuse, NY",43.050741,-76.142095,,43.056025,-76.146947
"100 block edna rd, Syracuse, NY",42.985095,-76.142076,,43.056705,-76.143041
"1200 block highland st, Syracuse, NY",43.069807,-76.141969,,43.055858,-76.144801
"100 block light ct, Syracuse, NY",43.041636,-76.141872,,43.05515,-76.146243
"100 block schiller av, Syracuse, NY",43.07131,-76.141868,,43.054519,-76.147525
"300 block hawley av, Syracuse, NY",43.053043,-76.141825,,43.055431,-76.148263
"100 block jasper pl, Syracuse, NY",43.062101,-76.141825,,43.055801,-76.149679
"100 block hobart av, Syracuse, NY",43.012713,-76.141813,,43.057725,-76.150075
"200 block catherine st, Syracuse, NY",43.052465,-76.141793,,43.05718,-76.151261
"100 block dyer ct, Syracuse, NY",43.040434,-76.141738,,43.057396,-76.152189
"200 block knaul st, Syracuse, NY",43.066479,-76.141703,,43.056766,-76.15239
"1300 block highland st, Syracuse, NY",43.070663,-76.141683,,43.05589,-76.152721
"600 block park st, Syracuse, NY",43.06321,-76.141666,,43.055401,-76.152957
"300 block catherine st, Syracuse, NY",43.053327,-76.141613,,43.053936,-76.151709
"1900 block grant blvd, Syracuse, NY",43.072422,-76.141551,,43.053552,-76.150788
"0 block highland st, Syracuse, NY",43.064051,-76.141538,,43.054641,-76.151571
"200 block beecher st, Syracuse, NY",43.060309,-76.141499,,43.055547,-76.15138
"1200 block almond st, Syracuse, NY",43.037528,-76.141498,,43.056473,-76.151864
"800 block highland st, Syracuse, NY",43.063012,-76.141479,,43.052686,-76.149115
"100 block walrath rd, Syracuse, NY",43.010912,-76.141478,,43.053512,-76.149786
"100 block green st, Syracuse, NY",43.053569,-76.141474,,43.054471,-76.150513
"100 block jasper st, Syracuse, NY",43.062111,-76.141373,,43.055899,-76.152165
"1000 block highland st, Syracuse, NY",43.066658,-76.141367,,43.053408,-76.147503
"500 block garfield av, Syracuse, NY",43.02608,-76.141314,,43.054349,-76.145595
"900 block highland st, Syracuse, NY",43.064182,-76.141301,,43.053932,-76.14872
"100 block greenland dr, Syracuse, NY",43.072209,-76.141203,,43.052184,-76.148449
"200 block graves st, Syracuse, NY",43.061162,-76.141091,,43.052127,-76.148142
"600 block highland st, Syracuse, NY",43.061529,-76.141075,,43.052741,-76.146632
"500 block highland st, Syracuse, NY",43.060803,-76.141074,,43.052029,-76.146209
"100 block frisbie ct, Syracuse, NY",43.041597,-76.140895,,43.05198,-76.147108
"400 block highland st, Syracuse, NY",43.059984,-76.1408,,43.056724,-76.131708
"300 block knaul st, Syracuse, NY",43.066525,-76.140744,,43.055823,-76.132696
"400 block burnet av, Syracuse, NY",43.052019,-76.140743,,43.053691,-76.131655
"100 block henry st, Syracuse, NY",43.037565,-76.140722,,43.052211,-76.132896
"100 block cordova st, Syracuse, NY",43.006298,-76.140617,,43.053545,-76.13371
"300 block renwick av, Syracuse, NY",43.040512,-76.140505,,43.05263,-76.134977
"100 block hier av, Syracuse, NY",43.063057,-76.140486,,43.052719,-76.137771
"800 block james st, Syracuse, NY",43.056339,-76.140398,,43.052755,-76.14059
"200 block hier av, Syracuse, NY",43.064235,-76.140273,,43.053629,-76.140342
"1800 block grant blvd, Syracuse, NY",43.072244,-76.1401,,43.051835,-76.134208
"100 block worden av, Syracuse, NY",43.072263,-76.140091,,43.051958,-76.139229
"100 block highland av, Syracuse, NY",43.058756,-76.140036,,43.05148,-76.133678
"100 block elizabeth blackwell st, Syracuse, NY",43.044044,-76.140017,,43.056198,-76.13482
"100 block conifer dr, Syracuse, NY",42.990624,-76.140005,,43.055345,-76.134344
"300 block highland st, Syracuse, NY",43.059011,-76.139963,,43.05466,-76.13416
"200 block harding st, Syracuse, NY",43.079392,-76.139875,,43.054205,-76.135473
"800 block erie blvd e, Syracuse, NY",43.05076,-76.139838,,43.055181,-76.136937
"300 block highland av, Syracuse, NY",43.05906,-76.139827,,43.05431,-76.138573
"200 block bennington dr, Syracuse, NY",43.011756,-76.13981,,43.053707,-76.137429
"200 block brampton rd, Syracuse, NY",42.992233,-76.139734,,43.053545,-76.135822
"400 block park st, Syracuse, NY",43.063315,-76.139722,,43.053786,-76.189291
"200 block searlwyn rd, Syracuse, NY",42.991411,-76.139718,,43.052996,-76.191364
"200 block seneca dr, Syracuse, NY",43.004363,-76.139701,,43.052243,-76.193358
"200 block green st, Syracuse, NY",43.054141,-76.139677,,43.051308,-76.195615
"200 block grumbach av, Syracuse, NY",43.064138,-76.139584,,43.051263,-76.192669
"200 block fillmore av, Syracuse, NY",43.009681,-76.139581,,43.052023,-76.190682
"100 block seneca dr, Syracuse, NY",43.005531,-76.139571,,43.052801,-76.18874
"400 block clarence av, Syracuse, NY",43.00417,-76.139537,,43.051817,-76.1879
"900 block darlington rd, Syracuse, NY",43.080933,-76.13949,,43.051357,-76.189155
"300 block beecher st, Syracuse, NY",43.061347,-76.139406,,43.050985,-76.190152
"100 block berwyn av, Syracuse, NY",43.025804,-76.139369,,43.050287,-76.19198
"1700 block grant blvd, Syracuse, NY",43.072537,-76.13936,,43.049535,-76.193967
"300 block stadium pl, Syracuse, NY",43.034916,-76.139277,,43.048857,-76.195342
"100 block pershing av, Syracuse, NY",43.074174,-76.139188,,43.04856,-76.193283
"800 block wadsworth st, Syracuse, NY",43.077995,-76.139179,,43.049316,-76.1913
"200 block maplehurst av, Syracuse, NY",43.079926,-76.139162,,43.050072,-76.189305
"100 block gertrude st, Syracuse, NY",43.053304,-76.139132,,43.050859,-76.1872
"500 block burnet av, Syracuse, NY",43.052203,-76.139108,,43.05172,-76.186513
"700 block wadsworth st, Syracuse, NY",43.076779,-76.139073,,43.049889,-76.1865
"100 block wilmore pl, Syracuse, NY",43.081007,-76.138972,,43.049095,-76.188623
"400 block hawley av, Syracuse, NY",43.053071,-76.138936,,43.048341,-76.190616
"100 block latter dr, Syracuse, NY",42.996196,-76.138928,,43.04758,-76.192598
"400 block graves st, Syracuse, NY",43.060504,-76.138899,,43.046485,-76.191824
"400 block douglas st, Syracuse, NY",43.060733,-76.138787,,43.047242,-76.189838
"1000 block irving av, Syracuse, NY",43.035426,-76.138775,,43.048001,-76.187848
"100 block monticello dr, Syracuse, NY",43.000331,-76.1387,,43.048793,-76.185745
"100 block monticello dr  s, Syracuse, NY",43.000298,-76.138699,,43.046965,-76.183292
"700 block lodi st, Syracuse, NY",43.05587,-76.138628,,43.04778,-76.184325
"900 block james st, Syracuse, NY",43.057215,-76.13861,,43.047382,-76.185431
"200 block monticello dr  n, Syracuse, NY",43.002232,-76.13849,,43.046784,-76.186986
"800 block darlington rd, Syracuse, NY",43.080451,-76.138465,,43.046215,-76.188483
"100 block arsenal dr, Syracuse, NY",42.999685,-76.138462,,43.045834,-76.18948
"400 block monticello dr  n, Syracuse, NY",43.004605,-76.138422,,43.045461,-76.190476
"100 block benedict av, Syracuse, NY",43.025312,-76.138262,,43.044796,-76.192321
"300 block green st, Syracuse, NY",43.055167,-76.138216,,43.045082,-76.191465
"700 block irving av, Syracuse, NY",43.042505,-76.138202,,43.046046,-76.183353
"0 block childrens cir, Syracuse, NY",43.04202,-76.138142,,43.045422,-76.182732
"400 block irving av, Syracuse, NY",43.04776,-76.138114,,43.044671,-76.182185
"900 block erie blvd e, Syracuse, NY",43.050724,-76.138107,,43.0432,-76.185991
"1600 block grant blvd, Syracuse, NY",43.07233,-76.138077,,43.043686,-76.187271
"500 block wadsworth st, Syracuse, NY",43.075183,-76.138029,,43.042778,-76.18827
"100 block sunrise dr, Syracuse, NY",42.998353,-76.137976,,43.044422,-76.187667
"100 block elsner st, Syracuse, NY",43.068251,-76.137954,,43.045433,-76.187285
"100 block herz st, Syracuse, NY",43.075759,-76.137877,,43.04497,-76.189409
"200 block sunrise dr, Syracuse, NY",42.996252,-76.137867,,43.047631,-76.172339
"100 block thurlow dr, Syracuse, NY",42.996469,-76.13782,,43.048763,-76.177519
"100 block harding st, Syracuse, NY",43.078027,-76.137741,,43.04878,-76.179513
"100 block snell ter, Syracuse, NY",42.99862,-76.137735,,43.050326,-76.181963
"200 block woodruff av, Syracuse, NY",43.06932,-76.137687,,43.05197,-76.182974
"100 block schiller park dr, Syracuse, NY",43.066143,-76.13766,,43.051849,-76.184149
"100 block woodruff av, Syracuse, NY",43.068418,-76.137633,,43.051654,-76.185538
"100 block smith ln, Syracuse, NY",43.022099,-76.137631,,43.05057,-76.184719
"100 block lynn cir, Syracuse, NY",42.993687,-76.137598,,43.051064,-76.183393
"300 block woodruff av, Syracuse, NY",43.071234,-76.137456,,43.049934,-76.18262
"200 block elsner st, Syracuse, NY",43.068251,-76.137451,,43.049468,-76.183957
"200 block whitwell dr, Syracuse, NY",43.064227,-76.137372,,43.048249,-76.183108
"100 block mayar st, Syracuse, NY",43.0724,-76.137152,,43.0487,-76.181924
"200 block moore av, Syracuse, NY",43.025337,-76.137077,,43.04896,-76.181029
"1000 block highland av, Syracuse, NY",43.060266,-76.136935,,43.048473,-76.179324
"200 block gertrude st, Syracuse, NY",43.054487,-76.136934,,43.048266,-76.179602
"600 block lodi st, Syracuse, NY",43.054847,-76.136929,,43.04671,-76.174206
"100 block penta dr, Syracuse, NY",43.022605,-76.136928,,43.046138,-76.177006
"100 block maplehurst av, Syracuse, NY",43.077964,-76.136775,,43.047319,-76.180011
"100 block marshall st, Syracuse, NY",43.041633,-76.136639,,43.047977,-76.180584
"300 block mertens av, Syracuse, NY",43.071108,-76.136595,,43.046175,-76.175859
"900 block harrison st, Syracuse, NY",43.044199,-76.136575,,43.045409,-76.173096
"1000 block erie blvd e, Syracuse, NY",43.050662,-76.136438,,43.043672,-76.172685
"1400 block grant blvd, Syracuse, NY",43.072621,-76.136388,,43.043639,-76.174638
"1400 block oak st, Syracuse, NY",43.071298,-76.136351,,43.041031,-76.180632
"900 block irving av, Syracuse, NY",43.036186,-76.136336,,43.041955,-76.184063
"300 block park st, Syracuse, NY",43.063434,-76.136279,,43.044422,-76.180306
"600 block burnet av, Syracuse, NY",43.051967,-76.136244,,43.044003,-76.180519
"1300 block oak st, Syracuse, NY",43.069494,-76.136214,,43.046013,-76.178731
"100 block darlington rd, Syracuse, NY",43.072447,-76.136203,,43.046651,-76.179458
"300 block darlington rd, Syracuse, NY",43.07591,-76.136149,,43.041969,-76.186284
"100 block jamesville av, Syracuse, NY",43.027388,-76.136144,,43.041846,-76.187287
"100 block roney ln, Syracuse, NY",43.021752,-76.136079,,43.038732,-76.188401
"500 block hawley av, Syracuse, NY",43.052958,-76.136073,,43.036923,-76.188576
"1000 block oak st, Syracuse, NY",43.06578,-76.135963,,43.050363,-76.15824
"200 block jamesville av, Syracuse, NY",43.025692,-76.13596,,43.049845,-76.158103
"900 block oak st, Syracuse, NY",43.06448,-76.135884,,43.049333,-76.15875
"100 block crouse dr, Syracuse, NY",43.037633,-76.135751,,43.049831,-76.159615
"300 block jamesville av, Syracuse, NY",43.023861,-76.135647,,43.048506,-76.165567
"600 block oak st, Syracuse, NY",43.060858,-76.135602,,43.048006,-76.164613
"300 block gertrude st, Syracuse, NY",43.054941,-76.135497,,43.048028,-76.15973
"300 block gertude st, Syracuse, NY",43.054941,-76.135497,,43.046558,-76.15944
"1000 block ivy ridge rd, Syracuse, NY",43.016074,-76.135246,,43.047537,-76.15904
"100 block newbury hollow ln, Syracuse, NY",43.013301,-76.135068,,43.047728,-76.158721
"400 block helen st, Syracuse, NY",43.067085,-76.134996,,43.046153,-76.158451
"100 block helen st, Syracuse, NY",43.063299,-76.134963,,43.047897,-76.157513
"500 block ivy ridge rd, Syracuse, NY",43.016908,-76.134926,,43.048341,-76.157378
"300 block helen st, Syracuse, NY",43.065838,-76.134911,,43.049154,-76.157822
"800 block university av, Syracuse, NY",43.041935,-76.134805,,43.044096,-76.158213
"200 block helen st, Syracuse, NY",43.064558,-76.134792,,43.04411,-76.158044
