,X,LandUse,Total.Taxes.Owed,Num.Open.Violations,AssessedValue,VacantBuilding,ZIP,WaterService,YearBuilt,newaddress,Total_crimes,Occupied_Pr,Vacant_Pr,H_.1.3.P,H.4..P,Owner_Occupied,VacancyStatus_A
9241,9241,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,300 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9242,9242,Single Family,0,2,Cheap,N,Syracuse,A,Old,319 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9243,9243,Single Family,0,0,Cheap,N,Syracuse,A,Old,342 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9244,9244,Single Family,0,0,Cheap,N,Syracuse,A,Old,347 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9245,9245,Two Family,0,0,Cheap,N,Syracuse,A,New,329 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9246,9246,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,315 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9247,9247,Two Family,0,0,Cheap,N,Syracuse,A,Old,355 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9248,9248,Single Family,0,0,Cheap,N,Syracuse,A,Old,352 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9249,9249,Vacant Land,0,3,Cheap,N,Syracuse,unknown,New,341 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9250,9250,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,306 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9251,9251,Two Family,0,0,Cheap,N,Syracuse,A,Old,321 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9252,9252,Single Family,0,0,Cheap,N,Syracuse,A,Old,322 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9253,9253,Two Family,0,0,Cheap,N,Syracuse,A,Old,332 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9254,9254,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,325 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9255,9255,Single Family,372.6,0,Cheap,N,Syracuse,A,Old,338 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9256,9256,Two Family,2612.94,0,Cheap,N,Syracuse,A,Old,314 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9257,9257,Two Family,0,0,Cheap,N,Syracuse,A,Old,305 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9258,9258,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,310 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9259,9259,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,309 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9260,9260,Single Family,0,3,Cheap,N,Outside NY,A,Old,326 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9261,9261,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,328 coolidge av,2,0.732,0.268,0.411,0.321,0.39,0
9262,9262,Single Family,0,0,Cheap,N,Syracuse,A,New,364 cortland av,2,0.676666667,0.323333333,0.396666667,0.281,0.182333333,0.030333333
9263,9263,Two Family,3128.03,3,Cheap,N,Syracuse,A,Old,342 cortland av,2,0.744757531,0.255242469,0.528679044,0.217078487,0.311826508,0
9264,9264,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,321 cortland av,2,0.836451323,0.163548677,0.732779156,0.103414376,0.203365112,0.149480563
9265,9265,Single Family,0,0,Cheap,N,Syracuse,A,New,360 cortland av,2,0.676666667,0.323333333,0.396666667,0.281,0.182333333,0.030333333
9266,9266,Commercial,0,4,Cheap,N,Syracuse,A,Old,319 cortland av,2,0.79638803,0.20361197,0.563880297,0.232507733,0.586265218,0
9267,9267,Single Family,0,2,Cheap,N,Syracuse,A,Old,309 cortland av,2,0.855333333,0.144666667,0.652666667,0.202666667,0.403666667,0
9268,9268,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,301 cortland av,2,0.883781001,0.116218999,0.71696489,0.166570634,0.216912216,0.048326897
9269,9269,Single Family,0,0,Cheap,N,Syracuse,A,New,362 cortland av,2,0.676666667,0.323333333,0.396666667,0.281,0.182333333,0.030333333
9270,9270,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,335 cortland av,2,0.836451323,0.163548677,0.732779156,0.103414376,0.203365112,0.149480563
9271,9271,Two Family,0,8,Cheap,N,Syracuse,A,Old,391 cortland av,2,0.908275709,0.091724291,0.677721522,0.229929529,0.311207537,0
9272,9272,Two Family,7365.75,0,Cheap,N,Syracuse,A,Old,352 cortland av,2,0.888893786,0.111106214,0.648302868,0.240925402,0.532549299,0
9273,9273,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,343 cortland av,2,0.836451323,0.163548677,0.732779156,0.103414376,0.203365112,0.149480563
9274,9274,Vacant Land,46499.03,0,Cheap,N,Syracuse,I,New,381 cortland av,2,0.843503557,0.156496443,0.714382024,0.129047713,0.253773254,0.161745317
9275,9275,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,329 cortland av,2,0.836451323,0.163548677,0.732779156,0.103414376,0.203365112,0.149480563
9276,9276,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,327 cortland av,2,0.836451323,0.163548677,0.732779156,0.103414376,0.203365112,0.149480563
9277,9277,Single Family,0,0,Cheap,N,Syracuse,A,New,366 cortland av,2,0.676666667,0.323333333,0.396666667,0.281,0.182333333,0.030333333
9278,9278,Single Family,0,0,Cheap,N,Syracuse,A,Old,315 cortland av,2,0.840666667,0.159333333,0.663,0.177,0.247333333,0
9279,9279,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,346 cortland av,2,0.938,0.062,0.739333333,0.198666667,0.642666667,0.047666667
9280,9280,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,311 cortland av,2,0.868943579,0.131056421,0.751126989,0.117807389,0.185257165,0.050460024
9281,9281,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,308 court st,14,0.952043278,0.047956722,0.697718961,0.253941331,0.434049998,0.020669941
9282,9282,Vacant Land,0,0,Cheap,N,"Outside Syr, In NY",unknown,New,310 court st,14,0.740436203,0.260010448,0.537436543,0.203339612,0.365644204,0.024119145
9283,9283,Vacant Land,0,0,Cheap,N,"Outside Syr, In NY",unknown,New,314 court st,14,0.740436203,0.260010448,0.537436543,0.203339612,0.365644204,0.024119145
9284,9284,Apartment,0,19,Moderate,N,"Outside Syr, In NY",A,Old,304 court st,14,0.931731366,0.068268634,0.741871912,0.190165501,0.228365606,0.020505182
9285,9285,Vacant Land,0,0,Cheap,N,"Outside Syr, In NY",unknown,New,312 court st,14,0.740436203,0.260010448,0.537436543,0.203339612,0.365644204,0.024119145
9286,9286,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,320 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9287,9287,Two Family,0,0,Cheap,N,Syracuse,A,Old,307 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9288,9288,Single Family,0,1,Cheap,Y,"Outside Syr, In NY",I,Very Old,308 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9289,9289,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,300 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9290,9290,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,336 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9291,9291,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,321 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9292,9292,Single Family,0,0,Cheap,N,Syracuse,A,Old,335 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9293,9293,Single Family,0,0,Cheap,N,Syracuse,A,Old,331 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9294,9294,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,304 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9295,9295,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,328 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9296,9296,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,340 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9297,9297,Single Family,0,0,Cheap,N,Syracuse,A,Old,311 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9298,9298,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,332 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9299,9299,Single Family,0,0,Cheap,N,Syracuse,A,Old,315 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9300,9300,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,312 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9301,9301,Single Family,0,2,Cheap,Y,"Outside Syr, In NY",I,Very Old,344 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9302,9302,Single Family,8314.83,3,Cheap,Y,"Outside Syr, In NY",I,Very Old,348 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9303,9303,Single Family,0,0,Cheap,N,Syracuse,A,Old,325 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9304,9304,Single Family,0,0,Cheap,N,Syracuse,A,Old,339 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9305,9305,Single Family,258.35,0,Cheap,Y,Syracuse,A,Very Old,316 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9306,9306,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,324 craig st,2,0.814,0.186,0.501,0.315,0.214,0
9307,9307,Single Family,0,0,Moderate,N,Syracuse,A,Old,305 crawford av,1,0.967,0.033,0.867,0.1,0.862,0
9308,9308,Single Family,0,0,Moderate,N,Syracuse,A,Old,306 crawford av,1,0.967,0.033,0.867,0.1,0.862,0
9309,9309,Single Family,0,0,Moderate,N,Syracuse,A,Old,301 crawford av,1,0.967,0.033,0.867,0.1,0.862,0
9310,9310,Single Family,0,0,Moderate,N,Syracuse,A,Old,303 crawford av,1,0.967,0.033,0.867,0.1,0.862,0
9311,9311,Single Family,0,0,Moderate,N,Syracuse,A,Old,307 crawford av,1,0.967,0.033,0.867,0.1,0.862,0
9312,9312,Single Family,0,0,Moderate,N,Syracuse,A,Old,310 crawford av,1,0.967,0.033,0.867,0.1,0.862,0
9313,9313,Single Family,0,0,Moderate,N,Syracuse,A,Old,312 crawford av,1,0.967,0.033,0.867,0.1,0.862,0
9314,9314,Single Family,0,0,Moderate,N,Syracuse,A,Old,308 crawford av,1,0.967,0.033,0.867,0.1,0.862,0
9315,9315,Single Family,0,0,Moderate,N,Syracuse,A,Old,304 crawford av,1,0.967,0.033,0.867,0.1,0.862,0
9316,9316,Single Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,300 crawford av,1,0.967,0.033,0.867,0.1,0.862,0
9317,9317,Two Family,0,0,Moderate,N,Outside NY,A,Old,350 crossett st,2,1,0,0.7,0.3,1,0
9318,9318,Single Family,0,0,Moderate,N,Syracuse,A,Old,317 crossett st,2,1,0,0.7,0.3,1,0
9319,9319,Three Family,0,0,Moderate,N,Syracuse,A,Old,315 darlington rd,1,1,0,0.884,0.114,0.615,0
9320,9320,Single Family,0,0,Cheap,N,Syracuse,A,Old,334 darlington rd,1,1,0,0.884,0.114,0.615,0
9321,9321,Single Family,0,0,Cheap,N,Syracuse,A,Old,342 darlington rd,1,1,0,0.884,0.114,0.615,0
9322,9322,Single Family,0,0,Cheap,N,Syracuse,A,Old,321 darlington rd,1,1,0,0.884,0.114,0.615,0
9323,9323,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,305 darlington rd,1,1,0,0.884,0.114,0.615,0.093152482
9324,9324,Single Family,0,0,Cheap,N,Syracuse,A,Old,304 darlington rd,1,1,0,0.884,0.114,0.615,0
9325,9325,Single Family,0,0,Cheap,N,Syracuse,A,Old,340 darlington rd,1,1,0,0.884,0.114,0.615,0
9326,9326,Single Family,0,0,Cheap,N,Syracuse,A,Old,311 darlington rd,1,1,0,0.884,0.114,0.615,0
9327,9327,Single Family,0,0,Cheap,N,Syracuse,A,Old,300 darlington rd,1,1,0,0.884,0.114,0.615,0
9328,9328,Single Family,0,0,Cheap,N,Syracuse,A,Old,324 darlington rd,1,1,0,0.884,0.114,0.615,0
9329,9329,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,308 darlington rd,1,1,0,0.884,0.114,0.615,0
9330,9330,Single Family,7983.66,0,Cheap,N,Syracuse,A,Old,328 darlington rd,1,1,0,0.884,0.114,0.615,0
9331,9331,Single Family,0,0,Cheap,N,Syracuse,A,Old,314 darlington rd,1,1,0,0.884,0.114,0.615,0
9332,9332,Religious,0,0,Moderate,N,"Outside Syr, In NY",A,Old,341 delaware st,1,0.906,0.094,0.667,0.24,0.189,0.091
9333,9333,Two Family,5044.02,0,Cheap,N,Syracuse,A,Very Old,313 delaware st,1,0.906,0.094,0.667,0.24,0.189,0.091
9334,9334,Vacant Land,230231.58,0,Cheap,N,Outside NY,unknown,New,304 delaware st,1,0.906,0.094,0.667,0.24,0.189,0.091
9335,9335,Vacant Land,73061.36,0,Cheap,N,Outside NY,I,New,310 delaware st,1,0.906,0.094,0.667,0.24,0.189,0.091
9336,9336,Commercial,24134.37,2,Moderate,Y,Syracuse,I,Old,322 delaware st,1,0.906,0.094,0.667,0.24,0.189,0.091
9337,9337,Vacant Land,10262.11,0,Cheap,N,Syracuse,unknown,New,320 delaware st,1,0.906,0.094,0.667,0.24,0.189,0.091
9338,9338,Vacant Land,69733.68,0,Cheap,N,"Outside Syr, In NY",unknown,Old,321 delaware st,1,0.906,0.094,0.667,0.24,0.189,0.091
9339,9339,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,316 delaware st,1,0.906,0.094,0.667,0.24,0.189,0.091
9340,9340,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,305 delaware st,1,0.906,0.094,0.667,0.24,0.189,0.091
9341,9341,Vacant Land,101828.29,0,Cheap,N,Syracuse,unknown,New,317 delaware st,1,0.906,0.094,0.667,0.24,0.189,0.091
9342,9342,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,301 dewitt st,1,0.786,0.214,0.751,0.036,0.909,0
9343,9343,Two Family,2765.26,0,Moderate,N,"Outside Syr, In NY",A,Old,323 dewitt st,1,0.786,0.214,0.751,0.036,0.909,0
9344,9344,Single Family,0,0,Moderate,N,Syracuse,A,Very Old,315 dewitt st,1,0.786,0.214,0.751,0.036,0.909,0
9345,9345,Single Family,0,0,Moderate,N,Syracuse,A,Old,310 dewitt st,1,0.786,0.214,0.751,0.036,0.909,0
9346,9346,Single Family,0,0,Moderate,N,Syracuse,A,Old,330 dewitt st,1,0.786,0.214,0.751,0.036,0.909,0
9347,9347,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,327 dewitt st,1,0.786,0.214,0.751,0.036,0.909,0
9348,9348,Single Family,0,0,Cheap,Y,Syracuse,I,Very Old,321 dewitt st,1,0.786,0.214,0.751,0.036,0.909,0
9349,9349,Single Family,0,0,Moderate,N,Syracuse,A,Old,308 dewitt st,1,0.786,0.214,0.751,0.036,0.909,0
9350,9350,Two Family,0,0,Moderate,N,Syracuse,A,Very Old,331 dewitt st,1,0.786,0.214,0.751,0.036,0.909,0
9351,9351,Three Family,0,5,Cheap,N,Outside NY,A,Old,316 division st e,1,0.778,0.222,0.39,0.39,0.357,0
9352,9352,Three Family,415.69,1,Cheap,N,Syracuse,A,Very Old,314 division st e,1,0.778,0.222,0.39,0.39,0.357,0
9353,9353,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,312 division st e,1,0.778,0.222,0.39,0.39,0.357,0
9354,9354,Parking,0,0,Cheap,N,Syracuse,unknown,New,311 division st e,1,0.778,0.222,0.39,0.39,0.357,0
9355,9355,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,317 division st e,1,0.778,0.222,0.39,0.39,0.357,0
9356,9356,Three Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,315 division st e,1,0.778,0.222,0.39,0.39,0.357,0
9357,9357,Apartment,0,0,Cheap,N,"Outside Syr, In NY",A,Old,319 division st e,1,0.778,0.222,0.39,0.39,0.357,0
9358,9358,Commercial,0,0,Moderate,N,Syracuse,A,Old,307 division st e,1,0.778,0.222,0.39,0.39,0.357,0
9359,9359,Commercial,2856.44,0,Moderate,N,"Outside Syr, In NY",A,Old,318 division st e,1,0.778,0.222,0.39,0.39,0.357,0
9360,9360,Commercial,0,0,Moderate,N,Syracuse,A,Old,330 erie blvd e,1,0.934,0.066,0.934,0,0,0
9361,9361,Parking,6480.4,0,Moderate,N,Syracuse,unknown,Old,301 erie blvd e,1,0.934,0.066,0.934,0,0,0
9362,9362,Single Family,0,0,Cheap,N,Syracuse,A,Old,314 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9363,9363,Single Family,0,0,Cheap,N,Syracuse,A,Old,316 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9364,9364,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,304 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9365,9365,Two Family,0,0,Cheap,N,Syracuse,A,Old,309 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9366,9366,Single Family,0,0,Cheap,N,Syracuse,A,Old,318 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9367,9367,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,310 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9368,9368,Single Family,0,0,Cheap,N,Syracuse,A,Old,302 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9369,9369,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,307 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9370,9370,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,319 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9371,9371,Two Family,0,4,Cheap,N,"Outside Syr, In NY",A,Very Old,308 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9372,9372,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,312 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9373,9373,Single Family,0,0,Cheap,N,Syracuse,A,Old,311 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9374,9374,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,317 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9375,9375,Single Family,0,0,Cheap,N,Syracuse,A,Old,305 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9376,9376,Single Family,0,0,Cheap,N,Outside NY,I,Very Old,306 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9377,9377,Single Family,0,1,Cheap,N,Syracuse,A,Very Old,313 erie st,3,0.938,0.062,0.849,0.089,0.208,0
9378,9378,Two Family,0,0,Cheap,N,Syracuse,A,Old,302 essex st,1,1,0,0.917,0.083,0.5,0
9379,9379,Two Family,0,0,Cheap,N,Syracuse,A,Old,310 essex st,1,1,0,0.917,0.083,0.5,0
9380,9380,Single Family,0,0,Cheap,N,Syracuse,A,Old,315 essex st,1,1,0,0.917,0.083,0.5,0
9381,9381,Single Family,0,0,Cheap,N,Syracuse,A,Old,309 essex st,1,1,0,0.917,0.083,0.5,0
9382,9382,Two Family,0,0,Moderate,N,Syracuse,A,Old,312 essex st,1,1,0,0.917,0.083,0.5,0
9383,9383,Single Family,0,0,Cheap,N,Syracuse,A,Old,316 essex st,1,1,0,0.917,0.083,0.5,0
9384,9384,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,302 essex st,1,1,0,0.917,0.083,0.5,0
9385,9385,Single Family,0,0,Cheap,N,Syracuse,A,Old,307 essex st,1,1,0,0.917,0.083,0.5,0
9386,9386,Two Family,0,0,Cheap,N,Syracuse,A,Old,308 essex st,1,1,0,0.917,0.083,0.5,0
9387,9387,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,311 essex st,1,1,0,0.917,0.083,0.5,0
9388,9388,Single Family,0,0,Cheap,N,Syracuse,A,Old,324 essex st,1,1,0,0.917,0.083,0.5,0
9389,9389,Two Family,0,4,Cheap,N,"Outside Syr, In NY",A,Old,306 essex st,1,1,0,0.917,0.083,0.5,0
9390,9390,Single Family,0,0,Cheap,N,Syracuse,A,Old,304 essex st,1,1,0,0.917,0.083,0.5,0
9391,9391,Single Family,0,0,Cheap,N,Syracuse,A,Old,313 essex st,1,1,0,0.917,0.083,0.5,0
9392,9392,Apartment,0,0,Moderate,N,Syracuse,A,Old,309 euclid av,4,0.977,0.023,0.841,0.137,0.186,1
9393,9393,Apartment,0,0,Moderate,N,Syracuse,A,Old,320 euclid av,4,0.977,0.023,0.841,0.137,0.186,1
9394,9394,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,313 euclid av,4,0.977,0.023,0.841,0.137,0.186,1
9395,9395,Apartment,0,0,Moderate,N,Syracuse,A,Old,302 euclid av,4,0.977,0.023,0.841,0.137,0.186,1
9396,9396,Two Family,0,0,Moderate,N,Syracuse,A,Old,315 euclid av,4,0.977,0.023,0.841,0.137,0.186,1
9397,9397,Apartment,0,0,Moderate,N,Syracuse,A,Old,319 euclid av,4,0.977,0.023,0.841,0.137,0.186,1
9398,9398,Commercial,0,0,Moderate,N,Syracuse,A,Old,318 euclid av,4,0.977,0.023,0.841,0.137,0.186,1
9399,9399,Schools,0,0,Moderate,N,Syracuse,A,Old,301 euclid av,4,0.977,0.023,0.841,0.137,0.186,1
9400,9400,Vacant Land,0,0,Moderate,N,"Outside Syr, In NY",unknown,New,318 fayette st e,1,0.9,0.1,0.72,0.18,0.578,0
9401,9401,Commercial,0,0,Moderate,N,Syracuse,A,Very Old,314 fayette st e,1,0.9,0.1,0.72,0.18,0.578,0
9402,9402,Parking,0,0,Expensive,N,Syracuse,A,New,300 fayette st e,1,0.9,0.1,0.72,0.18,0.578,0
9403,9403,Commercial,0,0,Moderate,N,Syracuse,A,Old,329 fayette st w,8,0.929,0.071,0.9,0.029,0.4,0
9404,9404,Parks,0,0,Cheap,N,Syracuse,unknown,New,335 fayette st w,8,0.929,0.071,0.9,0.029,0.4,0
9405,9405,Commercial,0,0,Expensive,N,Outside NY,A,New,300 fayette st w,8,0.929,0.071,0.9,0.029,0.4,0
9406,9406,Parking,0,0,Moderate,N,Syracuse,unknown,New,345 fayette st w,8,0.929,0.071,0.9,0.029,0.4,0
9407,9407,Commercial,0,0,Moderate,Y,"Outside Syr, In NY",A,Old,311 fayette st w,8,0.929,0.071,0.9,0.029,0.4,0
9408,9408,Commercial,0,0,Moderate,N,Syracuse,A,Old,321 fayette st w,8,0.929,0.071,0.9,0.029,0.4,0
9409,9409,Parking,0,0,Moderate,N,Syracuse,unknown,New,382 fayette st w,8,0.929,0.071,0.9,0.029,0.4,0
9410,9410,Schools,0,0,Expensive,N,Syracuse,A,Very Old,350 fayette st w,8,0.929,0.071,0.9,0.029,0.4,0
9411,9411,Commercial,0,0,Moderate,N,Syracuse,A,Old,301 fayette st w,8,0.929,0.071,0.9,0.029,0.4,0
9412,9412,Commercial,0,0,Moderate,N,Syracuse,A,Old,313 fayette st w,8,0.929,0.071,0.9,0.029,0.4,0
9413,9413,Commercial,0,0,Moderate,N,Syracuse,A,Old,317 fayette st w,8,0.929,0.071,0.9,0.029,0.4,0
9414,9414,Single Family,0,0,Moderate,N,Syracuse,A,Old,324 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9415,9415,Two Family,0,0,Cheap,N,Syracuse,A,Old,333 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9416,9416,Two Family,0,0,Moderate,N,Syracuse,A,Old,314 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9417,9417,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,350 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9418,9418,Two Family,0,0,Moderate,N,Syracuse,A,Old,309 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9419,9419,Single Family,0,0,Moderate,N,Syracuse,A,Old,336 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9420,9420,Single Family,0,0,Moderate,N,Syracuse,A,Old,346 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9421,9421,Two Family,0,0,Cheap,N,Syracuse,A,Old,319 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9422,9422,Single Family,0,0,Cheap,N,Syracuse,A,Old,341 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9423,9423,Single Family,0,0,Moderate,N,Syracuse,A,Old,342 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9424,9424,Single Family,0,0,Moderate,N,Syracuse,A,Very Old,352 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9425,9425,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Very Old,301 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9426,9426,Single Family,0,0,Moderate,N,Syracuse,A,Old,348 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9427,9427,Single Family,9667.14,0,Cheap,N,Syracuse,A,Old,349 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9428,9428,Single Family,0,0,Cheap,N,Syracuse,A,Old,353 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9429,9429,Two Family,10553.88,0,Moderate,N,"Outside Syr, In NY",A,Old,315 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9430,9430,Single Family,0,0,Moderate,N,Syracuse,A,Old,320 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9431,9431,Single Family,0,0,Moderate,N,Syracuse,A,Old,316 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9432,9432,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,323 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9433,9433,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,327 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9434,9434,Single Family,0,0,Moderate,N,Syracuse,A,Old,340 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9435,9435,Single Family,0,0,Cheap,N,Syracuse,A,Old,345 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9436,9436,Single Family,0,0,Cheap,N,Syracuse,A,Old,337 fellows av,2,0.968,0.032,0.872,0.097,0.933,0
9437,9437,Single Family,0,0,Cheap,Y,Syracuse,A,Old,309 first north st,2,1,0,0.7,0.3,0.75,0.0423373
9438,9438,Single Family,0,0,Cheap,N,Syracuse,A,Old,303 first north st,2,1,0,0.7,0.3,0.75,0.094482841
9439,9439,Single Family,0,0,Cheap,N,Syracuse,A,Old,315 first north st,2,1,0,0.7,0.3,0.75,0.094482841
9440,9440,Single Family,425.23,0,Cheap,N,"Outside Syr, In NY",A,Old,311 first north st,2,1,0,0.7,0.3,0.75,0.118378552
9441,9441,Apartment,0,0,Moderate,N,Outside NY,A,Old,301 first north st,2,1,0,0.7,0.3,0.75,0
9442,9442,Two Family,0,0,Cheap,N,Syracuse,A,Old,308 first north st,2,1,0,0.7,0.3,0.75,0.114157555
9443,9443,Single Family,1019.43,0,Moderate,N,Syracuse,A,Old,329 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9444,9444,Single Family,0,0,Moderate,N,Syracuse,A,Old,328 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9445,9445,Single Family,0,0,Moderate,N,Syracuse,A,Old,344 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9446,9446,Single Family,0,0,Moderate,N,Syracuse,A,Old,334 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
